census tract,income z-score,computers z-score,internet z-score,composite index value
53033029304,-0.301397503,0.791940863,0.667654136,0.386065832
53033029305,-0.375079473,0.611896841,0.524432281,0.253749883
53033029306,-0.069180605,0.111047107,-0.110951949,-0.023028482
53033029307,0.247353973,0.726470309,0.805667924,0.593164069
53033029308,-0.461142621,-1.188543378,-1.264538893,-0.971408297
53033029309,-0.774744815,0.340194044,-0.053663207,-0.162737993
53033029403,-0.407405517,0.657726228,0.847332464,0.365884392
53033029405,-0.0463499,0.857411416,0.201532098,0.337531205
53033029406,-0.034364362,0.916334914,0.553076652,0.478349068
53033029407,-1.253631075,0.742837948,0.318713616,-0.064026504
53033029408,-1.147064511,-1.735222499,-0.558845751,-1.147044254
53033029504,-0.962533765,-0.232673298,-0.18126086,-0.458822641
53033029505,-1.282838552,1.001446634,0.870768768,0.19645895
53033029506,-1.339694222,-0.743343615,-0.014602701,-0.699213513
53033029507,-0.234627581,0.202705882,0.508808079,0.158962127
53033029508,0.145697989,1.001446634,1.14419231,0.763778977
53033029602,0.725821321,-0.330879128,-0.001582533,0.131119887
53033029603,-0.103694301,1.001446634,1.14419231,0.680648214
53033029604,-1.038217204,1.001446634,0.792647756,0.251959062
53033029701,-1.129470206,-1.777778358,-1.748889167,-1.55204591
53033029702,-1.037309561,-1.054328743,-1.110900903,-1.067513069
53033029803,-0.899324596,-0.13119394,-0.74633618,-0.592284905
53033029804,0.336675325,1.001446634,1.14419231,0.82743809
53033029805,-0.270235103,0.592255675,0.493183876,0.271734816
53033029806,-0.552651625,0.395844015,0.139035289,-0.005924107
53033029901,-0.367911423,0.644632118,1.01919869,0.431973128
53033029902,0.572383157,0.484229262,0.644217833,0.566943417
53033030003,-0.868674199,-0.275229158,-0.207301198,-0.450401518
53033030005,-0.89227291,0.827949667,-0.59269819,-0.219007144
53033030006,-1.364922035,-1.659931362,-0.988511317,-1.337788238
53033030007,-1.621552195,0.520238066,0.123411086,-0.325967681
53033030008,-1.168824663,-0.193390966,-0.798416855,-0.720210828
53033030101,-0.995697634,-0.258861519,-1.488485794,-0.914348316
53033030102,-0.294438909,-1.440605008,-0.798416855,-0.844486924
53033030201,-1.023927649,0.127414746,-0.071891443,-0.322801449
53033030203,-1.014455583,1.001446634,-0.035434971,-0.016147974
53033030204,-1.321331912,-1.073969909,-3.733162871,-2.042821564
53033030304,-0.416784492,0.294364657,0.873372801,0.250317655
53033030305,-0.969119993,0.729743837,-0.579678021,-0.273018059
53033030306,-0.300978591,0.025935388,-0.118764051,-0.131269085
53033030308,-0.843376568,0.723196782,-0.100535815,-0.073571867
53033030309,-0.912357414,-0.288323268,0.118203019,-0.360825888
53033030310,-0.164808911,-0.684420117,0.290069245,-0.186386594
53033030311,-0.4412443,0.068491248,-0.256777838,-0.20984363
53033030312,-0.720937893,0.778846752,-0.761960383,-0.234683841
53033030313,-1.400296828,-1.71885486,-1.428593018,-1.515914902
53033030314,-1.527529719,-0.363614405,-0.954658879,-0.948601001
53033030403,-0.214705987,-0.573120176,-0.183864894,-0.323897019
53033030404,-0.372309999,0.68391445,0.571304888,0.294303113
53033030405,-0.796458421,-2.530689723,-4.769568296,-2.69890548
53033030406,-0.939447058,-3.19521584,-1.699412526,-1.944691808
53033030407,-0.574737597,1.001446634,-3.024865696,-0.86605222
53033030501,-1.89047044,-3.535662717,-2.623844501,-2.683325886
53033030503,-1.185371688,-2.429210365,-2.126474058,-1.91368537
53033030504,-1.006705711,-1.168902212,-1.410364782,-1.195324235
53033030600,-1.180507654,-0.465093763,0.045290074,-0.533437114
53033030700,-1.440628747,-0.893925887,-1.379116377,-1.237890337
53033030801,-1.431389409,-1.093611075,-0.735920045,-1.08697351
53033030802,-1.084460437,-1.090337548,-2.222823306,-1.465873763
53033030901,-0.642810801,0.471135151,-1.267142927,-0.479606192
53033030902,-1.081714235,-1.109978714,-1.019759722,-1.070484224
53033031000,0.172112719,-0.317785017,0.409854797,0.088060833
53033031101,-0.975403673,-0.239220353,-0.452080368,-0.555568132
53033031102,-1.229241086,-0.474914346,-1.358284107,-1.02081318
53033031202,-0.373869283,0.255082325,-0.345314985,-0.154700648
53033031204,-0.18114648,0.255082325,0.550472619,0.208136155
53033031206,-0.582254741,-0.556752537,-0.095327747,-0.411445008
53033031207,-0.39083522,0.602076258,0.826500194,0.345913744
53033031208,-0.863810165,0.729743837,0.237988571,0.034640747
53033031301,-0.006599804,-1.617375503,-0.907786272,-0.843920526
53033031302,-1.115692655,-1.299843319,-0.806228956,-1.073921643
53033031400,-0.232160655,-0.199938021,0.441103202,0.003001509
53033031501,-0.375800933,0.048850082,-0.26458994,-0.197180264
53033031502,-0.352621134,-0.746617142,-0.18126086,-0.426833045
53033031601,-0.063688203,0.677367394,0.290069245,0.301249479
53033031603,-0.053145584,-0.654958367,-0.636966763,-0.448356905
53033031604,-0.06769114,0.513691011,0.797855823,0.414618565
53033031605,0.502727396,0.536605704,0.974930117,0.671421073
53033031704,-0.111025262,0.094679469,0.081746547,0.021800251
53033031705,0.507335429,0.808308501,0.990554319,0.76873275
53033031707,1.166749497,0.706829143,0.597345226,0.823641289
53033031708,-0.676975404,-0.602581925,0.464539505,-0.271672608
53033031709,0.517040224,0.192885299,0.821292127,0.510405883
53033031710,-0.560215314,-2.828580741,-1.504109996,-1.630968684
53033031800,0.453924146,0.530058649,0.659842035,0.54794161
53033031904,-0.005668888,0.078311831,0.409854797,0.16083258
53033031906,-0.046605902,0.59880273,0.82389616,0.458697663
53033031908,-0.591540624,0.02266186,0.425478999,-0.047799921
53033031909,-0.431330048,0.870505527,0.935869611,0.458348363
53033031910,-0.461957172,0.513691011,0.514016146,0.188583328
53033031911,0.492114959,1.001446634,1.14419231,0.879251301
53033031912,-0.601710877,-0.497829039,-0.816645091,-0.638728336
53033031913,1.063231682,-0.825181806,0.282257144,0.173435673
53033032002,-0.132925051,0.386023432,0.024457805,0.092518728
53033032003,0.617532563,0.775573224,0.654633968,0.682579919
53033032005,-0.082097059,-0.085364553,-0.306254479,-0.157905364
53033032006,-0.153009555,0.769026169,0.560888753,0.392301789
53033032007,0.176022565,-0.285049741,-0.051059174,-0.053362116
53033032008,0.333533485,0.775573224,0.849936498,0.653014402
53033032010,0.307956579,-1.041234633,-0.480724739,-0.404667598
53033032011,0.451596857,0.805034973,1.14419231,0.800274713
53033032102,0.682184652,0.772299697,0.412458831,0.622314393
53033032103,-0.272934758,0.785393807,0.555680686,0.356046578
53033032104,-0.041881505,0.356561683,0.308297481,0.20765922
53033032207,1.601975815,1.001446634,0.875976835,1.159799761
53033032211,1.243340579,1.001446634,1.14419231,1.129659841
53033032213,2.034618842,0.857411416,1.029614825,1.307215028
53033032215,3.090998598,0.503870428,1.14419231,1.579687112
53033032216,2.452925769,1.001446634,1.14419231,1.532854904
53033032217,2.78614701,1.001446634,0.878580869,1.555391504
53033032218,0.994320654,0.611896841,0.514016146,0.706744547
53033032219,1.04582356,0.268176436,0.386418493,0.566806163
53033032220,0.687281415,0.615170369,0.836916329,0.713122704
53033032221,1.550286726,1.001446634,1.14419231,1.231975223
53033032222,-0.006599804,0.700282088,0.904621206,0.53276783
53033032223,1.682918927,1.001446634,0.766607418,1.150324326
53033032224,2.147352722,1.001446634,1.14419231,1.430997222
53033032225,1.907176496,0.30418524,0.589533125,0.93363162
53033032307,0.911073526,0.602076258,0.696298508,0.736482764
53033032311,1.166144402,0.78212028,0.969722049,0.972662244
53033032313,0.629774104,0.392570487,0.224968402,0.415770998
53033032315,1.482865164,1.001446634,0.974930117,1.153080638
53033032316,1.732071271,0.831223195,1.14419231,1.235828925
53033032317,1.921722052,0.729743837,0.92805751,1.193174466
53033032318,2.446967909,0.775573224,1.14419231,1.455577814
53033032319,-0.332187536,-1.296569791,-1.498901929,-1.042553085
53033032320,2.202718928,0.78212028,0.90722524,1.297354816
53033032321,2.843258682,1.001446634,1.14419231,1.662965875
53033032322,1.970595122,1.001446634,1.14419231,1.372078022
53033032323,1.723157754,0.569340981,0.84472843,1.045742388
53033032324,0.436609116,0.448220457,0.704110609,0.529646727
53033032325,0.262504625,0.343467572,1.14419231,0.583388169
53033032326,1.984233035,0.477682206,-0.314066581,0.715949554
53033032327,0.528467213,0.248535269,0.485371775,0.420791419
53033032328,1.949789158,1.001446634,1.024406758,1.325214183
53033032330,0.868391046,-0.969217024,-0.868725766,-0.323183914
53033032331,0.184563716,0.814855556,0.995762387,0.665060553
53033032332,2.145770166,1.001446634,0.792647756,1.313288185
53033032333,1.066140793,1.001446634,0.435895134,0.834494187
53033032401,0.57869011,1.001446634,0.852540531,0.810892425
53033032402,0.742089071,0.186338244,0.370794291,0.433073869
53033032500,0.297809599,-0.386529099,-0.577073988,-0.221931162
53033032601,0.553415751,0.480955734,0.951493813,0.661955099
53033032603,1.41704943,-0.170476272,1.14419231,0.796921823
53033032604,1.656062012,1.001446634,1.14419231,1.267233652
53033032605,0.980566376,1.001446634,1.14419231,1.04206844
53033032703,-0.27721697,0.79521439,0.227572436,0.248523285
53033032704,0.119795262,0.461314568,0.094766715,0.225292182
53033032705,0.30369764,1.001446634,1.14419231,0.816445528
53033032706,-0.185917422,1.001446634,1.14419231,0.653240507
53033032800,0.095987096,0.21907352,-0.314066581,0.000331345
53053060200,0.05444272,0.54197564,0.649331834,0.415250065
53053060300,0.414160621,-0.572303811,-0.392729323,-0.183624171
53053060400,1.577298377,-0.108293013,0.191309605,0.553438323
53053060500,2.552190588,1.136693705,1.058886103,1.582590132
53053060600,0.186974512,-0.006994881,0.477270573,0.219083402
53053060700,1.14308548,-0.529823949,-0.184317092,0.14298148
53053060800,0.821048186,-1.108203605,0.089526887,-0.065876177
53053060903,-0.258499255,-0.791238483,-0.324874178,-0.458203972
53053060904,-0.07741972,-0.761829348,0.019248344,-0.273333575
53053060906,-0.187547891,-2.01661911,-1.463871257,-1.222679419
53053060907,-1.277017499,-3.258338146,-1.206991064,-1.91411557
53053060908,1.540287121,-1.2160371,0.516044942,0.280098321
53053061001,-0.019934154,-0.758561666,-0.23520845,-0.337901423
53053061002,-1.454395909,-3.075347972,-2.348411541,-2.292718474
53053061100,-0.371304836,-0.546162357,-0.596294758,-0.504587317
53053061200,-0.390282948,-2.686493853,-1.50991582,-1.52889754
53053061300,-0.750079597,0.182530656,-0.09949816,-0.222349034
53053061400,-2.04901716,-0.866395161,-2.663453287,-1.859621869
53053061501,-1.184331867,-3.055741882,-2.731308432,-2.32379406
53053061502,-0.940530066,0.421071418,0.02409514,-0.165121169
53053061601,-2.237262703,-3.444596001,-2.474428239,-2.718762315
53053061602,-1.403092009,0.238081244,-0.261865829,-0.475625531
53053061700,-0.62467444,-0.614783672,-1.15125291,-0.796903674
53053061800,-0.694011483,-0.170378965,-2.290249988,-1.051546812
53053061900,-1.12267269,-0.892536615,-1.265152617,-1.093453974
53053062000,-1.253472041,0.136783113,-0.69323068,-0.603306536
53053062300,-0.503679134,0.002808164,0.094373683,-0.135499096
53053062400,-0.85197867,-2.0362252,-1.335431161,-1.407878344
53053062501,-0.488008411,-0.056010106,0.329443293,-0.071525075
53053062502,-0.803982159,0.989648029,1.034652123,0.406772664
53053062600,-1.250715884,-0.53309163,-1.371782131,-1.051863215
53053062801,-1.795962546,-0.836986026,-0.496935439,-1.04329467
53053062802,-0.639990799,0.372056193,-0.213397868,-0.160444158
53053062901,-1.298476153,0.081232524,0.14768844,-0.356518396
53053062902,-0.526594613,0.336111695,0.501504554,0.103673878
53053063000,-0.569000062,1.241259518,1.289108917,0.653789458
53053063100,-0.391464158,-0.794506164,0.17192242,-0.338015967
53053063200,-0.433200254,-0.627854399,0.428802613,-0.21075068
53053063301,-0.793863124,-0.252071007,0.29551572,-0.25013947
53053063302,-0.614122294,-0.085419241,0.41910902,-0.093477505
53053063401,-1.68492878,-1.582017448,-2.266016008,-1.844320745
53053063402,-1.131846757,1.28373938,1.13643484,0.429442488
53053063501,-0.966831682,-0.124631421,-0.894372717,-0.661945273
53053063502,-1.276899378,-0.954622566,-0.797436796,-1.009652913
53053070100,0.671900703,1.139961386,0.288245526,0.700035872
53053070204,0.467157589,-0.203055781,0.331866691,0.198656166
53053070205,0.111849539,1.113819933,0.608134068,0.611267846
53053070206,0.94716207,0.711895087,-0.366071945,0.430995071
53053070207,1.298217763,-0.114828376,-2.110918533,-0.309176382
53053070208,1.548909956,1.28373938,1.434512799,1.422387378
53053070209,0.167838906,0.492960415,0.811699503,0.490832941
53053070307,1.183207256,0.643273772,-1.216684657,0.203265457
53053070308,0.149490773,0.228278199,0.268858342,0.215542438
53053070309,0.864319856,-0.850056753,0.019248344,0.011170482
53053070310,0.713833667,1.104016888,1.010418142,0.942756233
53053070311,1.003151437,0.773981039,0.797159115,0.858097197
53053070312,1.934653858,1.130158341,0.588746883,1.217853027
53053070313,0.904441632,0.532172595,0.397298438,0.611304222
53053070314,1.330071067,0.983112666,1.078273287,1.130485673
53053070315,2.101480122,1.198779656,0.998301152,1.432853643
53053070316,1.254316114,1.28373938,0.363370866,0.96714212
53053070401,0.17902103,0.636738409,0.217966983,0.344575474
53053070403,0.38789838,0.865476126,0.581476689,0.611617065
53053070404,0.760688342,0.110641659,0.738997562,0.536775854
53053070703,-0.162427486,0.352450103,-0.441197284,-0.083724889
53053071100,-0.186917913,-1.497057724,-1.39843951,-1.027471715
53053071205,0.952398769,-0.281480142,0.288245526,0.319721384
53053071206,0.281077597,-0.127899103,0.387604846,0.180261113
53053071207,-1.220870638,-1.614694264,-1.800723584,-1.545429495
53053071209,1.540090253,0.839334672,1.192172995,1.19053264
53053071210,1.869057314,0.146586158,0.64206164,0.885901704
53053071211,-0.987542235,-0.781435438,0.053175916,-0.571933919
53053071212,-0.474030756,1.28373938,1.434512799,0.748073808
53053071304,-0.600420255,0.042020344,0.217966983,-0.113477643
53053071305,-0.236213755,1.097481525,0.440919603,0.434062458
53053071306,0.137088065,0.473354325,0.695376397,0.435272929
53053071307,0.886999093,1.10728457,1.303649305,1.099310989
53053071309,0.200243441,0.773981039,0.593593679,0.522606053
53053071310,1.493274952,1.28373938,1.165515617,1.31417665
53053071403,-0.541438489,0.486425052,0.438496205,0.127827589
53053071408,-0.441862463,0.666147544,-0.397576119,-0.05776368
53053071409,-1.114876703,-0.451399589,-0.327297576,-0.631191289
53053071411,-0.040408465,-0.37624291,-0.150389519,-0.189013631
53053071412,0.450108787,1.28373938,1.209136782,0.980994983
53053071413,2.130341026,1.28373938,1.434512799,1.616197735
53053071414,0.246153147,1.28373938,1.434512799,0.988135109
53053071415,-0.451509014,1.28373938,0.397298438,0.409842935
53053071416,-1.099717837,0.332844013,-1.359665141,-0.708846322
53053071417,0.851129675,0.479889688,0.838356881,0.723125415
53053071503,-0.936080841,-1.611426583,-0.833787766,-1.127098397
53053071504,-1.186812408,0.917759032,-0.196434082,-0.155162486
53053071505,-0.045960153,-0.23900028,-0.072840782,-0.119267072
53053071506,-0.336734749,0.574652457,0.799582513,0.345833407
53053071601,-1.105781383,-0.490611769,-1.412979898,-1.00312435
53053071603,-1.16251885,-1.947997795,-1.354818345,-1.488444997
53053071604,-0.769215203,0.126980068,0.375487856,-0.08891576
53053071703,-1.170275464,-0.500414814,-1.080974366,-0.917221548
53053071704,-1.593266863,0.881814534,0.193733003,-0.172573109
53053071705,-1.005024147,0.372056193,-0.407269711,-0.346745888
53053071706,-1.469121663,-1.046117653,0.121031061,-0.798069418
53053071707,-1.145430675,-1.307532187,-0.710194466,-1.054385776
53053071803,-1.121530854,-1.395759592,-0.409693109,-0.975661185
53053071805,-1.523063599,-0.742223258,-0.889525921,-1.051604259
53053071806,-1.807302164,-1.572214403,-1.946127467,-1.775214678
53053071807,-1.365490149,-0.006994881,-0.385459129,-0.585981386
53053071808,-1.617206058,-1.17682492,-1.316043976,-1.370024985
53053071901,-0.677120176,-2.722438352,-2.161809892,-1.853789473
53053071902,0.165161496,-0.575571492,-1.68197708,-0.697462359
53053072000,-1.512235838,0.558314048,-0.421810099,-0.458577296
53053072105,0.322892441,0.450480553,0.537855524,0.437076173
53053072106,-1.302492268,-0.631122081,-1.017966017,-0.983860122
53053072107,0.155711814,-0.216126508,0.201003197,0.046862834
53053072108,-0.270114489,-0.157308238,0.564512903,0.045696725
53053072109,-0.054897978,0.120444704,0.278551934,0.114699553
53053072111,0.928026463,0.411268373,0.903788628,0.747694488
53053072112,-0.056118562,-0.487344087,-0.08738117,-0.210281273
53053072305,0.065034238,-0.000459518,-0.242478645,-0.059301308
53053072307,-0.381896355,0.064894116,0.53058533,0.071194364
53053072309,0.838057614,0.885082216,0.97649057,0.8998768
53053072310,-0.720746208,-1.033046927,-0.08738117,-0.613724768
53053072311,-0.913559098,-0.555965402,-0.22309146,-0.56420532
53053072312,-0.17585391,0.300167196,-0.336991168,-0.070892627
53053072313,1.018270928,0.319773286,0.622674456,0.65357289
53053072314,-0.062812087,-1.238910872,0.152535236,-0.383062574
53053072315,0.392780715,0.898152942,1.434512799,0.908482152
53053072405,2.332761093,0.4243391,1.21156018,1.322886791
53053072406,1.872089087,0.907955987,1.146128432,1.308724502
53053072407,0.278990792,0.551778685,0.140418246,0.323729241
53053072408,0.653080086,0.764177994,1.155822025,0.857693368
53053072409,1.504142087,0.947168168,1.184902801,1.212071019
53053072410,2.086596872,0.450480553,0.409415428,0.982164285
53053072503,0.737300378,-0.392581319,-0.043760005,0.100319685
53053072504,1.962018562,0.470086643,0.831086687,1.087730631
53053072506,1.154858209,0.894885261,0.811699503,0.953814324
53053072507,-0.072734253,-0.281480142,0.491810962,0.045865522
53053072508,0.910032694,1.077875434,0.746267756,0.911391961
53053072509,0.990669982,1.28373938,1.434512799,1.236307387
53053072601,1.281641445,0.924294396,1.233370762,1.146435534
53053072602,0.170083205,0.760910312,-0.08738117,0.281204116
53053072603,-0.646920566,0.54197564,0.436072807,0.11037596
53053072801,1.27065619,1.28373938,1.434512799,1.329636123
53053072802,0.340846837,0.440677508,0.809276105,0.530266817
53053072901,-1.38179085,1.28373938,1.197019791,0.366322774
53053072903,-0.966831682,1.28373938,1.434512799,0.583806832
53053072907,-1.401241446,-0.405652045,0.261588148,-0.515101781
53053072908,-1.606181429,1.28373938,0.12345446,-0.066329196
53053073001,0.496924088,-1.784613711,-2.12788232,-1.138523981
53053073005,0.083342998,-0.755293984,-1.713481255,-0.79514408
53053073006,0.708518221,0.084500206,-0.845904757,-0.017628777
53053073110,0.507436859,0.208672109,0.637214844,0.451107938
53053073111,0.025188079,0.555046367,0.833510085,0.471248177
53053073114,0.013179108,-1.934927068,-1.44690747,-1.122885144
53053073115,0.71332181,-0.271677097,-0.072840782,0.122934644
53053073116,0.837545757,0.296899515,0.448189797,0.527545023
53053073117,0.707140143,-1.153951148,-1.475988247,-0.640933084
53053073118,0.209889992,0.917759032,1.163092219,0.763580414
53053073119,0.109802108,-0.049474743,0.717186979,0.259171448
53053073120,0.216544143,1.104016888,0.663872222,0.661477751
53053073121,0.960824735,0.551778685,0.966796978,0.826466799
53053073122,0.712809952,1.084410798,0.993454356,0.930225035
53053073123,1.772906798,1.28373938,0.603287271,1.219977816
53053073124,0.563819963,1.090946161,1.046769113,0.900511746
53053073126,0.367069705,1.28373938,1.434512799,1.028440628
53053073127,-0.428160424,0.280561106,-0.591447962,-0.246349093
53053073128,0.318246347,-0.235732598,0.087103489,0.056539079
53053073129,0.812031615,0.858940762,1.119471054,0.93014781
53053073130,-0.279052314,-0.075616196,-2.360528532,-0.905065681
53053073131,0.332932728,-0.16057592,0.627521252,0.26662602
53053073132,0.186541402,-0.520020904,0.130724654,-0.067584949
53053073133,0.571458456,0.228278199,0.651755232,0.483830629
53053073200,-0.012886266,0.153121521,-0.152812917,-0.004192554
53053073301,-0.572228703,-0.114828376,-0.23520845,-0.307421843
53053073302,0.059246308,0.362253148,0.49423436,0.305244605
53053073404,-0.202431141,-1.947997795,-1.987325233,-1.37925139
53053073405,-0.662670037,-0.21939419,-1.06401058,-0.648691602
53053073406,-0.024580248,0.189066019,0.312479507,0.158988426
53053073407,-0.565535179,-0.386045955,-1.335431161,-0.762337431
53053073408,-0.082065814,-0.21939419,-0.060723792,-0.120727932
53053073501,1.100286295,0.986380348,1.027381929,1.03801619
53053073502,0.662254152,0.617132319,0.625097854,0.634828108
53053940001,1.585212485,0.976577303,1.206713383,1.256167724
53053940002,-0.279682293,0.195601383,-0.409693109,-0.16459134
53053940004,0.348760946,0.692288997,-0.247325441,0.264574834
53053940005,0.184415223,0.198869064,0.460306787,0.281197025
53053940006,-2.006060479,-1.666977171,-2.219971445,-1.964336365
53053940007,-0.755001306,-1.140880422,-1.296656792,-1.064179507
53053940008,0.468220678,0.042020344,0.474847175,0.328362732
53053940009,1.181514188,0.626935364,0.564512903,0.790987485
53053940010,-0.446941667,-0.993834746,-0.92830029,-0.789692235
53053940011,1.849724839,0.855673081,1.061309501,1.25556914
53053940012,-0.57100812,0.760910312,0.019248344,0.069716845
53053940013,0.922120412,0.388394601,0.685682805,0.665399273